Recipe_ID,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,cleanedingredients,Ingredient-count,Cuisine,Course,Diet,Instructions,URL,Calories,Total Fat (g),Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrate,Dietary Fiber,Sugars,Protein (g)
11,Veg Chili Cheese Burgers Recipe,"2 Burger buns,5 Pickled Jalapenos - sliced,2 Cheese Slices,2 Potatoes (Aloo) - pressure cooked,1 Onion - chopped,1 tablespoon Red Chilli powder,Salt - to taste,1 Whole Egg,1/2 cup Whole Wheat Bread crumbs,4 cloves Garlic - chopped,1 Onions - chopped,2 Tomatoes - chopped,1 cup Homemade tomato puree,1 Green Bell Pepper (Capsicum) - chopped,1/2 cup Soy granules,1 tablespoon Red Chilli powder,1 teaspoon Red Chilli flakes,1 tablespoon Cumin powder (Jeera),1 tablespoon Dried oregano,1 tablespoon Tabasco Original - Hot Sauce,1 teaspoon Honey,Salt - to taste,Sunflower Oil",10,45,55,4,"cheese,salt,burger buns,potato (aloo) pressure,tomato,soy granules,eggs,cumin powder (jeera),tabasco original sauce,sunflower oil,red chilli powder,cloves garlic,red chilli flakes,jalapenos,onion,green bell pepper (capsicum),wheat bread crumbs,dried oregano",18,Continental,Main Course,Vegetarian,"To begin making the Veg Chili Cheese Burgers Recipe, we will first pressure cook the potatoes and keep it ready. Cook them for 5 whistles in a pressure cooker. Once done allow the pressure to release naturally and peel off the skin. Add them into a bowl and mash it using a potato masher.Add onions, salt and red chilli powder and bind it together. Shape them into medium sized cutlets and leave it in the fridge to rest until you move on to make the sauce.To make the sauce, heat a flat skillet with oil on medium heat, add garlic and allow it soften for few seconds.Add chopped onions and saute until they turn golden brown. Add chopped capsicum and saute for a few minutes. Add in chopped tomatoes and sprinkle with a bit of salt and saute till they turn mushy. Also add in the tomato puree and all the seasonings like, red chilli powder, cumin powder, red chilli flakes, dried oregano, tobacco sauce and honey.Keep sautéing until the tomatoes are cooked, you will notice the tomatoes will change color and the raw smell goes away.At the end add the soya granules and salt to taste. Add about 1/4 cup of water and allow it to boil for 4-6 minutes minutes. Let the sauce be little gravish.Switch off the heat, heat a flat skillet for the patties to shallow fry them. Take the patties out of the fridge. Beat an egg into a bowl and also keep the bread crumbs ready over a plate.Carefully dip the patties into the egg and place them over the bread crumbs and coat them well on either side Dust off the excess bread crumbs.Place the crumb dipped patties on to the hot skillet and drizzle some oil on top. Cook on either side for atleast 10 minutes. Till you can see brown color crispy layer on top.Do the same for the rest of the patties and set aside.Once done, add a tablespoon of butter on the same skillet and cut the burger bun in to half horizontally and toast them on the tawa. Toast till the burger buns are golden brown and crisp.Take a cooked patty, spoon two tablespoon of the sauce on top, place a cheese slice over it and microwave the patty for just 10 seconds until you see the cheese melt.Take the patty out, spread some of the sauce on the base of the burger bun and place the patty with cheese on top and add few slices of jalapeno and close it with the burger top and serve. Do the same for the rest of the burger.Serve the Veg Chili Cheese Burgers Recipe along with baby potato stir fry and Mango Iced Tea Recipe to make it a complete meal.",https://www.archanaskitchen.com/veg-chili-cheese-burgers-recipe,1282,71,13,26,25,260,823,1590,96,21,61,33
12,Andhra Steel Ingavu Charu Recipe - Asfoitida Flavored Tamarand Rasam,"2 cup Tamarind Water,1/2 cup Arhar dal (Split Toor Dal),1 teaspoon Asafoetida (hing),Salt - to taste,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Methi Seeds (Fenugreek Seeds),1 sprig Curry leaves,1 pinch Asafoetida (hing),Sunflower Oil - for cooking",0,30,30,4,"salt,arhar dal (split toor dal),tamarind water,mustard seeds,asafoetida (hing),curry leaves,cumin seeds (jeera),methi seeds (fenugreek seeds),sunflower oil",9,Andhra,Lunch,Vegetarian,"To begin making the Andhra Style Ingavu Chaaru Recipe pressure cook the tamarind water with toor dal, hing and salt for about 4 whistles. Turn off the flame and allow the pressure to release naturally. Open the lif of the cooker and thoroughly mash the dal and bring the whole mixture together by mixing it well. To temper, heat a kadai with oil, add mustard seeds, cumin seeds, fenugreek seeds and allow it to crackle.Add curry leaves, pinch of hing and leave it for 2 seconds and pour it over the rasam. Serve the Andhra Style Ingavu Chaaru Recipe along with steamed rice and Gorikayi Palya Recipe  as a comforting meal during your week day.",https://www.archanaskitchen.com/andhra-style-ingavu-chaaru-recipe-asafetida-flavored-tamarind-rasam,636,57,8,23,23,0,317,31,25,4,4,3
13,fish soup recipe - Bengali style fish in tomato gravy,"600 grams Aar Maach (fish) - rohu/ katla fish (cut into thick steaks),1 Tomato - finely chopped,2 Bay leaves (tej patta),1-1/2 tablespoons Ginger - paste,4 Green Chillies - coarsely crushed,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),Salt - to taste,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Turmeric powder (Haldi),2 Green Chillies - slit lengthwise,Mustard oil - as required,1-1/4 cups Water - add 2 cups if you like a loose gravy,Sugar - a pinch (optional),1 tablespoon Coriander (Dhania) Leaves - optional",5,15,20,2,"tomato,salt,cumin powder (jeera),coriander powder,bay leaves (tej patta),mustard oil,coriander (dhania) leaves,water,sugar,cumin seeds (jeera),ginger paste,turmeric powder,green chillies,aar maach (fish) rohu katla fish (cut steaks)",14,Bengali Recipes,Dinner,Non Vegetarian High Protein ,"To begin making the Aar Macher Jhol Recipe, firstly marinate the fish with salt and turmeric powder.Heat oil in a wok and shallow fry the fish on both sides till they turn crispy and golden. Remove and keep aside.Into the same wok, add bay leaves and cumin seeds. Fry these for 1 minute and add the chopped tomatoes.Sauté well. Into this Bengali Style Fish Gravy, add turmeric powder, cumin powder, coriander powder and enough salt and sauté till tomatoes soften. Add the ginger paste and coarsely crushed green chilies. Sauté till raw smell goes away and oil floats.Now add the water and allow the Fish gravy to come to a boil. Once the gravy starts boiling, add the fried fish and cook covered till fish has cooked through. [This should take about 6 to 8 minutes approximately]Once the fish has cooked through, add the slit green chilies, adjust salt if necessary and add sugar to taste. Allow it to cook for 5 minutes.Garnish this Bengali Fish Curry with coriander leaves and serve hot. Serve piping hot Aar Macher Jhol – Fish In Spicy Tomato Gravy along with Steamed Rice and Begun Bhaja for a weekday lunch or dinner. Enjoy!",https://www.archanaskitchen.com/aar-macher-jhol-recipe-bengali-style-fish-in-spicy-tomato-gravy,1497,113,17,43,23,126,1076,237,16,21,2,64
14,Saunf Aloo (Fennel Potato Curry) Recipe,"5 Potatoes (Aloo) - halved with skin,2 teaspoon Fennel seeds (Saunf) - crushed,2 teaspoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),1/4 cup Fresh cream - or 1/2 cup milk,4 sprig Coriander (Dhania) Leaves - finely chopped",10,15,25,6,"fennel seeds (saunf),potato (aloo) skin,milk,red chilli powder,coriander (dhania) leaves,turmeric powder",6,Punjabi,Lunch,Vegetarian,"To begin with Saunf Aloo, heat oil in a pressure cooker. Add turmeric powder, salt, red chilli powder and crushed fennel seeds till the fennel seeds turns golden in colour.Now add the potatoes and mix it properly with the masala. Sauce it for 2-3 minutes and then add enough water to cover the potatoes in the cooker.Switch the heat after two whistles and once the pressure is released, open the lid of the pressure cooker.The next step is to add the cream or milk and mash a few potatoes to get a thicker consistency. Let it cook for 5 more minutes or until the cooker releases 2 more whistles.Garnish the Saunf Aloo with some roasted saunf and chopped coriander. Serve Sauf Aloo along with Amritsari Dal and Whole Wheat lachha Paratha for a weekday meal.",https://www.archanaskitchen.com/saunf-aloo-fennel-potato-curry-recipe,137,3,1,1,0,6,24,669,21,4,2,3
15,Hariyali Egg Curry Recipe In Coriander and Mint Gravy,"4 Whole Eggs - boiled,1 Cinnamon Stick (Dalchini) - small,1 Bay leaf (tej patta),2 Cloves (Laung),1 tablespoon Sunflower Oil,2 teaspoons Coriander Powder (Dhania),1 teaspoon Garam masala powder,2 tablespoons Fresh cream,2 cups Coriander (Dhania) Leaves - tightly packed,1 cup Mint Leaves (Pudina) - chopped,2 Green Chillies - chopped,1 Onion - roughly chopped,1 inch Ginger - chopped,4 cloves Garlic",15,20,35,4,"green chillies,ginger,bay leaf (tej patta),coriander (dhania) leaves,mint leaves (pudina),cloves garlic,cinnamon stick (dalchini),onion,coriander powder,eggs,cloves (laung),garam masala powder,sunflower oil",13,Indian,Lunch,Eggetarian,"To begin making the Hariyali Egg Curry recipe, we will first make the Hariyali Masala.Into the Mixer Grinder (medium jar), add the Coriander leaves mint leaves, Green Chillies and 1/2 cup water. Blend all of them together to make a smooth paste and keep aside.Into the small jar of the mixer grinder, add the onions, ginger and garlic and grind to make a paste. Heat 1 tablespoon oil in a kadai over medium heat, add the Bay leaf (tej patta), Cloves, Cinnamon Stick and roast for a few seconds. Add the Onion ginger garlic paste.Saute for 4 to 5 minutes until raw onion smell goes away.Once the onions are roasted, add garam masala powder, coriander powder and saute for a few seconds.Add the Hariyali Coriander Mint Mixture, the fresh cream and the 4 Boiled eggs.Add water if required to adjust the consistency of the Hariyali Egg Curry.  Cover & simmer the Hariyali Egg Curry for 5 minutes.Check the salt and spices and adjust to according to your taste and transfer the Hariyali Egg Curry into a serving bowl. Serve the Hariyali Egg Curry along with Malabar Parotta or  Whole Wheat Lachha Paratha and Burani Raita for a weeknight dinner.",https://www.archanaskitchen.com/hariyali-egg-curry-recipe-in-coriander-and-mint-gravy,559,31,9,11,6,451,363,851,23,14,16,35
16,Maharashtrian Kakdi Thalipeeth Recipe - Spiced Cucumber Flat Bread,"1/2 cup Gram flour (besan),1/2 cup Whole Wheat Flour,1/4 cup Rice flour,1 Cucumber - peeled and grated,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,2 Green Chillies - finely chopped,1/2 cup Coriander (Dhania) Leaves - chopped,5 cloves Garlic - finely chopped,Salt - to taste,Ghee - for smearing on thalipeeth",30,30,60,4,"salt,wheat flour,cumin powder (jeera),ghee on thalipeeth,coriander (dhania) leaves,red chilli powder,cloves garlic,gram flour (besan),cucumber,coriander powder,rice flour,turmeric powder,green chillies",13,Maharashtrian Recipes,Indian Breakfast, Vegetarian Diabetic Friendly,"To begin making the Maharashtrian Kakdi Thalipeeth Recipe, in a large mixing bowl add all the 3 flours together and mix them. Add all the remaining ingredients like the grated cucumber, turmeric powder, cumin powder, coriander powder, red chili powder, green chillies, coriander leaves, garlic and salt to taste.Mix everything well and add a little water at a time to make a smooth and firm dough of the Kakdi Thalipeeth. The cucumber will release water when it gets combined with salt, so take care to add little water at a time. The dough will be slightly sticky to handle. Allow the dough to rest for 5 minutes. Divide the dough into 4 portions. Preheat the skillet on medium heat. Keep water in a separate bowl to wet fingers and to wet a muslin cloth.Spread a wet muslin cloth on a smooth counter top. Take a portion of the Kakdi Thalipeeth mixture and pat it on the wet cloth to about 4 inches in diameter. Try not to make it too thin as it can break while flipping it on the skillet.Carefully lift the cloth along with the patted mixture and flip the Thalipeeth over on the skillet. Drizzle a teaspoon of oil or ghee around the Thalipeeth and cook on medium heat.After about 3 minutes, you will be able to flip the Kakdi Thalipeeth over to the other side. Allow each side to cook on medium heat for about 3-4 minutes, until the Thalipeeth are slightly crisp and browned. Remove from heat and place on a serving platter.Continue the same procedure with the other portions of the Kakdi Thalipeeth dough.Serve the Maharashtrian Kakdi Thalipeeth along with Homemade Yogurt or lahsun chutney for breakfast.",http://www.archanaskitchen.com/maharashtrian-kakdi-thalipeeth-recipe-spiced-cucumber-flat-bread,685,58,31,16,2,143,114,209,25,10,2,8
17,Homemade Healthy Subway Sandwich Recipe With Beet & Sprout,"2 Submarine Bread (Subway Bread) - (flat breads or foot longs),1/2 cup Green Moong Sprouts,1 Beetroot - grated,2 cloves Garlic - grated,1/2 cup Hung Curd (Greek Yogurt),2 tablespoon Coriander (Dhania) Leaves - finely chopped,2 Tomatoes - thinly sliced,2 Stalks Spring Onion (Bulb & Greens) - finely chopped,Tabasco Original - Hot Sauce - to taste,Salt and Pepper - to taste",15,15,30,4,"tomato,salt,hung curd (greek yogurt),stalks spring onion (bulb greens),coriander (dhania) leaves,tabasco original sauce,green moong sprouts,cloves garlic,pepper,beetroot,submarine bread (subway bread) (flat breads foot s)",11,Fusion,Dinner, Vegetarian High Protein,"To begin making Subway Sandwich Recipe With Roasted Beetroot, we will first cook the beets.Heat a teaspoon of oil in a wok; add the grated beets and garlic, sprinkle some salt and stir fry on low to medium heat until the beets are softened and cooked.Once you notice the beetroot is cooked through, turn off the heat and allow it to cool completely.Once the beetroot has cooled completely, add it to a large mixing bowl. To this add in the greek yogurt/ hung curd, coriander leaves, spring onions along with salt and pepper to taste. Give the mixture a good stir. Keep this aside.In the next step toast the subway bread or the foot long along with butter in a skillet until lightly warmed and crisp. You can use butter or olive oil for toasting. Make sure you cut them into half and then toast.Once once, the next step is to layer the Subway Sandwich With Roasted Beetroot.Place the cut and toasted subway bread on a flat surface.Spread the beetroot mixture on one half of the sandwich, scatter the sliced tomatoes, the green moong sprouts and drizzle some tabasco sauce for a punch. Now cover the Subway Sandwich With Roasted Beetroot by pressing it down with the other half and serve.Serve the Subway Sandwich Recipe With Roasted Beetroot for a wholesome weeknight dinner or even as an after school snack for your kids along with a Apple Almond Date Smoothie. You can also pack this sandwich into an office lunchbox.",http://www.archanaskitchen.com/homemade-healthy-subway-sandwich-recipe-with-beet-sprout,367,3,0,0,1,0,1557,1006,73,9,24,13
18,South Indian Style Murungakkai Poriyal Recipe - Drumstick Stir Fry,"5 Drumstick - cut into 3 inch pieces,1/2 cup Fresh coconut - grated,2 Green Chillies - slit,1 sprig Curry leaves,1 teaspoon Mustard seeds,2 teaspoons Coconut Oil,2 Dry Red Chillies,1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,Water - as needed",30,15,45,4,"salt,mustard seeds,coconut,water,drumstick,curry leaves,dry red chillies,turmeric powder,coconut oil,green chillies",10,South Indian Recipes,Side Dish,Vegetarian,"To begin making Murungakkai Poriyal Recipe, wash the drumsticks well & peel them by removing the tough green part. Cut them in 2 inches length.Take about glass of water in a kadhi, bring it to a boil, add these drumsticks with salt, turmeric powder (optional) & lightly steam them for 5-8 minutes. Be careful not to overcook the drumsticks. It should be tender but not mushy as in sambar or avial.Drain the water, keep the steamed drumsticks aside to cool slightly.Grate the coconut, add the green chillies & grind them well in a mixer.In the kadai, add coconut oil, once hot, add the mustard seeds, let it crackle.Then add the dry red chillies, curry leaves & add the steamed drumsticks.Mix everything well & let it cook for a minute. Add the grated coconut & give it one last stir.Serve Murungakkai Poriyal Recipe along with Kerala Avial Recipe, Steamed Rice Recipe and Malabar Style Dates Pickle Recipe for a complete meal.",http://www.archanaskitchen.com/murungakkai-poriyal-recipe-south-indian-style-drumstick-stir-fry,1497,111,27,1,2,38,1057,1311,157,38,79,64
19,Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe,"3/4 cup Mango Pulp (Puree),1 cup Curd (Dahi / Yogurt) - (low fat),1 tablespoon Sugar - or honey,2 pinch Saffron strands,3 tablespoons Badam (Almond) - roughly chopped,3 tablespoons Milk - luke warm+more cold milk as needed,Ice cubes - a few",15,10,25,2,"mango pulp (puree),milk cold milk,ice cubes,saffron strands,curd,badam (almond)",6,Indian,Snack,Vegetarian,"To begin making Kesar Mango Lassi Recipe, soak one pinch kesar in 2 tablespoons warm milk and keep it aside for few minutes.Get prep with other ingredients as well. Take out the pulp from the mangoes and keep aside.In a blender, add mango pulp, curd/yogurt, cold milk and blend till combined.Once it is done, add chopped almonds (2 tablespoons), honey or sugar, some ice cubes and blend to make the Kesar Mango Lassi Recipe.Kesar Mango Lassi Recipe is ready to serve, garnish it with the rest of chopped almonds and saffron and serve with Bhel Puri Recipe or Asian Watermelon Salad Recipe during evening.",https://www.archanaskitchen.com/mango-saffron-lassi-recipe,165,5,3,2,0,17,65,231,19,1,13,7
20,Mini Dal Samosa Curry / Sabzi Recipe,"3 Cardamom (Elaichi) Pods/Seeds,6 Whole Black Peppercorns,1/2 inch Cinnamon Stick (Dalchini),3 cloves Cloves (Laung),1 Mace (Javitri),1 Bay leaf (tej patta),1 Black cardamom (Badi Elaichi),1/2 teaspoon Kasuri Methi (Dried Fenugreek Leaves),1/2 teaspoon Kashmiri Red Chilli Powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1/2 teaspoon Garam masala powder,6 Samosas - mini,15 Cashew nuts,1 Green Chilli,1 Onion - roughly chopped,2 Tomato - roughly chopped,1/2 inch Ginger,1/2 teaspoon Sugar,1 tablespoon Fresh cream,2 tablespoons Sunflower Oil",5,30,35,3,"cashew nuts,black cardamom (badi elaichi),tomato,kashmiri red chilli powder,samosas mini,green chilli,ginger,cardamom (elaichi) podsseeds,bay leaf (tej patta),cloves cloves (laung),black peppercorns,sugar,cinnamon stick (dalchini),mace (javitri),onion,coriander powder,turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder,sunflower oil",20,North Indian Recipes,Lunch,Vegetarian,"To begin making the Mini Dal Samosa Gravy Recipe, we need to first prepare the gravy. In a heavy bottomed pan, add 1 tablespoon of cooking oil and heat it on a medium flame. Once the oil is hot, add Cardamom, Black Pepper, Cloves, Cinnamon, Javitri and saute for few seconds. Next add cashew nuts, green chilli, ginger, chopped onion and tomatoes. Mix well and add 1/2 cup water and Salt (as per your taste)Cover the pan and boil this mixture until the onions and tomato become soft. Turn off the flame and let this mixture cool. Once the mixture is cool, add it to a mixer and blend until smooth. Strain the paste to remove any big chunk of ingredients (optional to give fineness to gravy). Keep aside. In the same heavy bottomed pan, heat one tablespoons of oil and add bay leaf, black cardamom. Once the spices release the aromas add in the ground tomato and onion mixture, add Kashmiri Red Chilli powder, Turmeric powder, Coriander powder, Garam Masala and the crushed Kasuri Methi.Mix well and cook for 10 mins at low flame. Add fresh cream and sugar and stir it well into the gravy. Simmer for a few more minutes and add the mini Samosas in the gravy. Turn off the flame.Make sure to add the mini dal samosas to the gravy only one hour before serving, else the samosa will get completely soggy. To make mini dal samosas at home follow Moong Dal Mini Samosas.Serve Mini Dal Samosa Curry Recipe along with hot Phulka, Tawa Paratha or Jeera Rice and Kachumber Salad Recipe With Cucumber, Onion & Tomatoes for a sumptuous Sunday meal",http://www.archanaskitchen.com/mini-dal-samosa-curry-recipe,1497,113,30,43,17,76,1370,2315,157,30,47,64
21,Spinach Garlic Bruschetta Recipe With Red Bell Pepper Sauce,"1 Baguette - sliced,1 1/2 tablespoon Butter,1/2 tablespoon Garlic - minced,1 cup Spinach Leaves (Palak),1 Red Bell pepper (Capsicum) - (optional,1 Tomato - finely chopped,1 Onion - finely chopped (optional),1 tablespoon Black pepper powder - adjust,1 tablespoon Italian seasoning,1 teaspoon Fresh cream,1 cup Cheddar cheese - grated,Salt - to taste,1 tablespoon Roasted tomato pasta sauce",10,20,30,4,"tomato,salt,baguette,italian,garlic,onion,cheddar cheese,black pepper powder,tomato pasta sauce,spinach leaves (palak),butter,red bell pepper (capsicum) (",12,Italian Recipes,Appetizer,Vegetarian,"To prepare Spinach Garlic Bruschetta Recipe With Red Bell Pepper Sauce, prepare garlic flavoured butter first. Mix the garlic extract through cutting and folding method into butter at room temperature until well mixed.Slice the bread to about an inch thick, apply garlic butter, and grill them for 6-10 minutes in a preheated oven at 180 degrees C. You can even roast it on the stove if you don't have an oven. Blanch spinach leaves in the microwave for 4-5 minutes and chop roughly.Meanwhile, Red bell pepper sauce can be prepared.In pan, mix chopped bell peppers, onions, salt, pepper roasted tomato sauce and Italian seasoning with butter and cook till mushy.Add fresh cream at the till and saute till thick and creamy. Set the red bell pepper sauce aside to cool.spread the blanched spinach on the grilled baguette bread, spoon the chopped tomatoes on it, add cheese and bake again for 5 minutes in the pre-heated oven at 180 degrees C.Once the sauce is cooled, serve Spinach Garlic Bruschetta Recipe With freshly prepared Red Bell Pepper Sauce recipe. Couple it with Roasted Cherry Tomato Soup Recipe or your choice of soup and salad like Potato And Cucumber Salad Recipe for light dinner.",http://www.archanaskitchen.com/spinach-garlic-bruschetta-recipe-with-red-bell-pepper-sauce,404,17,10,4,1,45,603,738,41,7,19,15
22,Chinese Darsaan Recipe With Ice Cream,"1 tablespoon Sunflower Oil,All Purpose Flour (Maida),1/4 teaspoon Baking powder,Water - to make the dough,Sunflower Oil - to deep fry,2 tablespoons Honey,2 tablespoon Sugar,1 tablespoon Sesame seeds (Til seeds) - white,2 tablespoons Water,1/2 teaspoon Vanilla Extract",15,25,40,4,"baking powder,water make the dough,water,sugar,vanilla,flour (maida),sesame seeds (til seeds) white,sunflower oil",8,Chinese,Dessert,Vegetarian,"To begin making the Chinese Darsaan Recipe With Ice Cream, we will first make the dough for the honey tossed flat noodles. To make the Flat Noodles In a mixing bowl, combine the all purpose flour, with the baking powder, and oil, using just enough water, make a smooth soft dough. Once the dough is ready, divide into equal portions of lemon sized balls. Dust each of those dough balls with flour and roll out like a roti using a rolling pin. Using a paring knife, cut long strips of the dough measuring 1 centimeter size, resembling flat noodles. Heat a saucepan with water on medium flame, along with a teaspoon of oil and bring to a boil.Once the water has come to a rolling boil, reduce the flame and gently put the noodle strips in. Boil for about 2-3 minutes. Once the noodles, tend to fluff up, remove from the water, using a slotted spoon and put it into a strainer that's resting on a bowl, to hold the excess water. Do this for all the strips of dough and set aside. Heat a kadai with oil on medium-high heat, gradually add in the boiled noodles, reduce the flame to medium-low and fry ensuring the noodles are cooked and it doesn't get the brown colour. We need our noodles to be crispy, yet be pale in colour and not deep brown. Remove the noodles from the kadai and place it on an absorbent paper to drain out the excess oil. Allow it to cool. To make the Honey Syrup In a small saucepan, combine the sugar, water and honey and bring to a single boil on medium-high flame. Turn off the flame, add the roasted sesame seeds and give it a good mix. Allow this honey syrup to cool down only until it is warm, toss it in the freshly fried noodles until well coated.This is the Darsaan ! Serve the Darsaan with a scoop of vanilla ice cream.Serve Chinese Darsaan Recipe with Ice Cream as dessert after a meal of Dragon Chicken Sizzler Recipe or Sweet and Sour Vegetable Recipe with Tofu & Brown Rice. ",http://www.archanaskitchen.com/chinese-darsaan-recipe-with-ice-cream,719,61,8,24,25,0,35,47,38,1,15,4
23,"Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe","1 cup Cabbage (Patta Gobi/ Muttaikose) - shredded,1 cup Spinach - shredded,1 cup Fresh Pomegranate Fruit Kernels,2 Lemon juice,2 tablespoons Extra Virgin Olive Oil,Salt and Pepper - to taste",15,0,15,4,"salt,spinach,virgin olive oil,lemon,pomegranate fruit kernels,cabbage (patta gobi muttaikose),pepper",7,Continental,Appetizer,Vegetarian,"To begin making the Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe, we will first whisk in the dressing in a bowl. Combine lemon juice, olive oil, salt and pepper well and keep aside.Using a fork emulsify the lemon and oil together and add in your fresh vegetables and fruits.Mix well, check for seasonings, if your require anything more you can add and mix again.Serve the Cabbage, Spinach, Pomegranate Slaw with Lemon Dressing Recipe along with Baked Chicken or a Grilled Vegetable Sandwich Recipe With Herb Goat Cheese with a glass of freshly made Carrot Pineapple Orange Juice Recipe.",https://www.archanaskitchen.com/cabbage-spinach-pomegranate-slaw-with-lemon-dressing-recipe,137,8,1,5,1,0,84,318,16,3,10,3
24,Matar Samosa Recipe -Green Pea Samosa,"1 cup All Purpose Flour (Maida),2 tablespoons Ghee,1/2 teaspoon Salt,Sunflower Oil - for deep frying,2 tablespoons Ghee,1 teaspoon Cumin seeds (Jeera),1 teaspoon Green Chilli Sauce,1/2 teaspoon Cinnamon Powder (Dalchini),1/2 teaspoon Garam masala powder,1/4 teaspoon Red Chilli powder,2 teaspoon Amchur (Dry Mango Powder),1-1/2 cups Green peas (Matar) - steamed and mashed,Salt - to taste,2 teaspoon All Purpose Flour (Maida),1/4 cup Water",45,10,55,4,"salt,cinnamon powder (dalchini),amchur (dry mango powder),ghee,red chilli powder,green peas (matar),water,green chilli sauce,cumin seeds (jeera),flour (maida),garam masala powder,sunflower oil",12,North Indian Recipes,Snack,Vegetarian,"To begin making the Matar Samosa Recipe first, mix together half a teaspoon of salt into the flour. Rub ghee or vegetable shortening into the flour mixture, with your fingers until it resembles loose bread crumbs.Gradually add water, slowly, and knead to make a soft but firm dough. Roll the dough into a ball, cover with a moist muslin cloth and keep aside.The next step is to make the filling. In a kadai or heavy bottomed pan, warm the ghee, add the jeera and allow it to crackle and tip in the chilli paste. Saute these together for a minute.Add peas followed by all the other spices and cook till the pea mixture becomes dry and all the water has dried up. Season with salt and cook again for 2-3 minutes. Set the peas mixture aside to cool down so it is easier to handle when shaping the samosas.Make a flour paste, by combining the flour and water.To begin making the samosa cases, divide the dough into small balls and roll them into thin circles. Cut each rolled-out circle into two halves by running your knife down the center, so you have 2 semi-circles for each disc. Roll the semi-circles into cones and using a teaspoon fill them with the peas mixture.Dab the flour paste along the edges of the open side of the cone, press the two edges together and seal. Arrange the matar samosas in a platter and cover them with a moist muslin cloth.Heat oil for deep frying in a kadai on medium heat. Deep fry the matar samosas in hot oil till they are golden brown. Try not to fry too many together as it will crowd the kadai and alter the cooking time.Remove the Matar Samosa from the kadai using a slotted spoon and drain them on kitchen paper. Matar Samosa  can be served with a dollop of Dhaniya Pudina Chutney and khajoor imli chutney or tomato ketchup, along with masala chai in the evening.",https://www.archanaskitchen.com/matar-samosa-recipe-green-pea-samosa,799,72,17,27,24,36,511,70,32,3,3,5
